geographic_area,city,share_white_x,share_black_x,share_native_american_x,share_asian_x,share_hispanic_x,share_white_y,share_black_y,share_native_american_y,share_asian_y,share_hispanic_y,median_income,percent_completed_hs,poverty_rate
AL,hartford city,77.9,17.9,0.6,0.1,3.1,77.9,17.9,0.6,0.1,3.1,22094.0,70.6,36.7
AL,hartselle city,91.5,4.3,0.8,0.4,2.5,91.5,4.3,0.8,0.4,2.5,53878.0,91.9,6.9
AL,harvest cdp,62.2,31.7,0.5,1.2,3.1,62.2,31.7,0.5,1.2,3.1,63708.0,90.6,5.5
AL,hayden town,87.6,8.8,0.7,0.2,0.0,87.6,8.8,0.7,0.2,0.0,50795.0,83.4,7.9
AL,hayneville town,15.0,84.5,0.0,0.0,0.1,15.0,84.5,0.0,0.0,0.1,18802.0,72.1,44.4
AL,hazel green cdp,88.9,5.9,1.5,0.4,2.3,88.9,5.9,1.5,0.4,2.3,41938.0,88.2,14.9
AL,headland city,70.1,27.5,0.4,0.3,1.4,70.1,27.5,0.4,0.3,1.4,51822.0,88.1,13.1
AL,heath town,88.6,10.6,0.0,0.0,1.2,88.6,10.6,0.0,0.0,1.2,38333.0,80.3,32.5
AL,heflin city,87.3,9.4,0.5,0.1,2.4,87.3,9.4,0.5,0.1,2.4,25823.0,74.3,22.6
AL,helena city,82.5,13.1,0.2,1.5,3.3,82.5,13.1,0.2,1.5,3.3,84615.0,97.7,2.1
AL,henagar city,96.2,0.0,1.8,0.0,1.4,96.2,0.0,1.8,0.0,1.4,30757.0,71.7,19.4
AL,highland lake town,98.8,0.0,1.0,0.2,0.7,98.8,0.0,1.0,0.2,0.7,51250.0,94.3,9.2
AL,highland lakes cdp,87.6,7.6,0.2,2.3,1.6,87.6,7.6,0.2,2.3,1.6,124291.0,97.6,2.0
AL,hillsboro town,14.1,80.1,1.8,0.2,1.6,14.1,80.1,1.8,0.2,1.6,34712.0,74.6,17.6
AL,hissop cdp,25.1,74.3,0.0,0.2,2.0,25.1,74.3,0.0,0.2,2.0,25032.0,73.8,23.2
AL,hobson city town,12.6,85.9,0.0,0.4,1.3,12.6,85.9,0.0,0.4,1.3,25563.0,77.3,41.3
AL,hodges town,98.6,0.0,1.4,0.0,1.0,98.6,0.0,1.4,0.0,1.0,29583.0,69.3,26.9
AL,hokes bluff city,98.5,0.3,0.1,0.4,0.2,98.5,0.3,0.1,0.4,0.2,46042.0,89.2,13.7
AL,hollis crossroads cdp,86.0,5.4,0.3,0.0,8.4,86.0,5.4,0.3,0.0,8.4,34408.0,71.4,29.0
AL,holly pond town,98.5,0.3,0.4,0.0,1.4,98.5,0.3,0.4,0.0,1.4,44750.0,90.4,19.0
AL,hollywood town,75.8,14.8,1.7,0.3,4.9,75.8,14.8,1.7,0.3,4.9,29306.0,71.3,20.3
AL,holt cdp,39.4,55.2,0.4,0.2,7.2,39.4,55.2,0.4,0.2,7.2,30446.0,75.0,46.4
AL,holtville cdp,90.4,7.4,0.5,0.2,1.3,90.4,7.4,0.5,0.2,1.3,52713.0,85.6,11.1
AL,homewood city,74.6,17.3,0.2,2.2,7.3,74.6,17.3,0.2,2.2,7.3,61626.0,93.5,12.7
AL,hoover city,75.1,14.8,0.2,5.1,6.0,75.1,14.8,0.2,5.1,6.0,77146.0,95.2,6.0
AL,horn hill town,91.7,1.3,3.9,0.0,3.1,91.7,1.3,3.9,0.0,3.1,34464.0,66.3,10.2
AL,hueytown city,70.0,27.2,0.3,0.5,2.0,70.0,27.2,0.3,0.5,2.0,42172.0,86.5,14.3
AL,huguley cdp,73.0,25.0,0.6,0.2,1.2,73.0,25.0,0.6,0.2,1.2,42063.0,79.3,16.3
AL,huntsville city,60.3,31.2,0.6,2.4,5.8,60.3,31.2,0.6,2.4,5.8,48775.0,90.2,18.2
AL,hurtsboro town,29.1,69.6,0.5,0.0,2.2,29.1,69.6,0.5,0.0,2.2,19732.0,75.3,46.0
AL,hytop town,91.5,0.3,4.5,0.0,3.4,91.5,0.3,4.5,0.0,3.4,38542.0,70.6,14.7
AL,ider town,93.2,0.6,4.0,0.0,0.1,93.2,0.6,4.0,0.0,0.1,32692.0,80.5,15.4
AL,indian springs village city,95.7,1.5,0.2,1.9,0.9,95.7,1.5,0.2,1.9,0.9,96346.0,97.2,4.4
AL,irondale city,56.3,35.4,0.3,1.4,7.8,56.3,35.4,0.3,1.4,7.8,47351.0,87.4,20.5
AL,ivalee cdp,96.1,1.6,0.5,0.0,1.4,96.1,1.6,0.5,0.0,1.4,50737.0,77.0,0.0
AL,jackson city,54.9,42.9,0.7,0.4,1.4,54.9,42.9,0.7,0.4,1.4,31232.0,85.8,24.7
AL,jacksons' gap town,68.2,28.9,0.5,0.5,1.9,68.2,28.9,0.5,0.5,1.9,36719.0,67.1,26.1
AL,jacksonville city,68.7,26.8,0.5,1.3,2.3,68.7,26.8,0.5,1.3,2.3,38903.0,89.0,31.2
AL,jasper city,81.3,13.4,0.3,0.7,4.4,81.3,13.4,0.3,0.7,4.4,39695.0,85.3,22.3
AL,jemison city,77.8,17.7,0.1,0.1,7.0,77.8,17.7,0.1,0.1,7.0,38500.0,77.8,24.9
AL,joppa cdp,81.4,0.2,0.8,0.0,17.2,81.4,0.2,0.8,0.0,17.2,23672.0,67.3,0.0
AL,kansas town,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,38542.0,66.4,25.3
AL,kellyton town,68.2,19.8,0.0,0.0,11.5,68.2,19.8,0.0,0.0,11.5,29688.0,71.3,29.8
AL,kennedy town,83.4,14.3,0.0,0.2,0.9,83.4,14.3,0.0,0.2,0.9,35054.0,82.6,10.9
AL,killen town,94.0,3.2,0.3,0.5,2.4,94.0,3.2,0.3,0.5,2.4,55313.0,87.1,17.7
AL,kinsey town,49.9,46.0,0.3,0.1,4.0,49.9,46.0,0.3,0.1,4.0,37109.0,75.9,16.2
AL,kinston town,95.6,0.2,2.0,0.6,0.9,95.6,0.2,2.0,0.6,0.9,23571.0,69.5,30.2
AL,ladonia cdp,86.5,9.8,0.7,0.3,2.7,86.5,9.8,0.7,0.3,2.7,32713.0,84.4,26.0
AL,la fayette city,29.3,68.8,0.1,0.4,1.9,29.3,68.8,0.1,0.4,1.9,25666.0,69.7,24.8
AL,lakeview town,86.7,0.0,3.5,0.0,0.0,86.7,0.0,3.5,0.0,0.0,46250.0,92.3,13.5
AL,lake view town,93.9,4.2,0.1,0.7,0.6,93.9,4.2,0.1,0.7,0.6,88594.0,95.7,2.2
AL,lanett city,39.3,57.5,0.2,0.1,2.4,39.3,57.5,0.2,0.1,2.4,25220.0,77.2,29.8
AL,langston town,94.4,1.1,0.0,0.0,0.0,94.4,1.1,0.0,0.0,0.0,31875.0,85.1,24.6
AL,leeds city,78.7,14.3,0.4,0.6,6.6,78.7,14.3,0.4,0.6,6.6,52689.0,87.2,15.4
AL,leesburg town,96.5,1.1,0.0,0.0,1.3,96.5,1.1,0.0,0.0,1.3,41397.0,80.5,18.0
AL,leighton town,43.3,53.2,0.3,0.1,0.5,43.3,53.2,0.3,0.1,0.5,22500.0,71.9,25.6
AL,leroy cdp,78.6,20.1,0.2,0.0,0.2,78.6,20.1,0.2,0.0,0.2,47365.0,99.3,6.7
AL,level plains town,75.3,12.4,0.5,1.5,11.0,75.3,12.4,0.5,1.5,11.0,65769.0,91.3,11.1
AL,lexington town,98.4,0.0,0.5,0.1,0.8,98.4,0.0,0.5,0.1,0.8,35521.0,87.1,21.3
AL,libertyville town,88.9,0.9,1.7,0.0,4.3,88.9,0.9,1.7,0.0,4.3,44286.0,77.3,4.8
AL,lincoln city,73.3,23.4,0.5,0.4,1.9,73.3,23.4,0.5,0.4,1.9,55605.0,87.5,12.7
AL,linden city,51.1,46.7,0.1,0.2,2.0,51.1,46.7,0.1,0.2,2.0,29722.0,87.1,25.1
AL,lineville city,58.6,36.9,0.3,0.2,4.6,58.6,36.9,0.3,0.2,4.6,31472.0,77.8,12.9
AL,lipscomb city,22.0,61.0,1.1,0.0,19.7,22.0,61.0,1.1,0.0,19.7,26163.0,71.0,30.6
AL,lisman town,6.7,92.2,0.0,0.0,0.2,6.7,92.2,0.0,0.0,0.2,28750.0,67.2,44.9
AL,littleville town,96.5,0.7,0.7,0.6,1.8,96.5,0.7,0.7,0.6,1.8,49107.0,81.8,7.7
AL,livingston city,34.6,63.9,0.1,0.3,0.7,34.6,63.9,0.1,0.3,0.7,14426.0,86.0,55.2
AL,loachapoka town,58.9,37.2,0.0,2.8,1.1,58.9,37.2,0.0,2.8,1.1,34688.0,89.5,31.8
AL,lockhart town,72.7,25.2,0.2,0.0,1.4,72.7,25.2,0.2,0.0,1.4,36250.0,82.2,14.9
AL,locust fork town,97.0,0.6,0.8,0.0,2.4,97.0,0.6,0.8,0.0,2.4,57143.0,81.9,14.2
AL,lookout mountain cdp,95.9,2.3,0.4,0.0,1.2,95.9,2.3,0.4,0.0,1.2,51058.0,82.3,14.9
AL,louisville town,49.3,44.1,0.8,0.0,7.9,49.3,44.1,0.8,0.0,7.9,34286.0,65.7,11.8
AL,lowndesboro town,76.5,20.9,0.0,0.0,0.9,76.5,20.9,0.0,0.0,0.9,39375.0,90.2,3.4
AL,loxley town,84.4,9.4,0.7,0.6,5.1,84.4,9.4,0.7,0.6,5.1,48000.0,85.3,20.0
AL,luverne city,62.6,29.6,0.3,5.5,1.9,62.6,29.6,0.3,5.5,1.9,29844.0,77.9,20.3
AL,lynn town,98.0,0.0,0.3,0.0,0.9,98.0,0.0,0.3,0.0,0.9,33452.0,74.8,27.9
AL,mcdonald chapel cdp,55.8,39.3,0.0,0.6,2.8,55.8,39.3,0.0,0.6,2.8,15588.0,60.3,62.6
AL,mcintosh town,37.0,55.5,4.2,0.4,2.9,37.0,55.5,4.2,0.4,2.9,48625.0,95.8,13.7
AL,mckenzie town,67.7,29.8,0.4,0.0,0.4,67.7,29.8,0.4,0.0,0.4,31500.0,75.5,22.5
AL,madison city,74.0,14.6,0.5,7.0,4.3,74.0,14.6,0.5,7.0,4.3,92960.0,95.7,6.7
AL,madrid town,88.9,8.6,0.6,0.9,3.1,88.9,8.6,0.6,0.9,3.1,38750.0,70.6,14.9
AL,magnolia springs town,96.3,0.1,0.6,0.4,2.8,96.3,0.1,0.6,0.4,2.8,47614.0,89.1,5.3
AL,malvern town,91.2,4.8,0.7,0.1,4.8,91.2,4.8,0.7,0.1,4.8,37000.0,74.0,19.8
AL,maplesville town,68.9,28.5,0.1,0.0,1.1,68.9,28.5,0.1,0.0,1.1,32788.0,77.3,29.1
AL,marbury cdp,92.2,3.8,0.1,0.0,3.8,92.2,3.8,0.1,0.0,3.8,37672.0,83.8,9.9
AL,margaret town,77.3,19.3,0.3,0.8,1.6,77.3,19.3,0.3,0.8,1.6,64789.0,92.5,10.1
AL,marion city,34.3,64.1,0.2,0.6,1.9,34.3,64.1,0.2,0.6,1.9,31029.0,81.4,33.0
AL,maytown town,89.4,9.6,0.3,0.0,0.0,89.4,9.6,0.3,0.0,0.0,43750.0,88.4,9.2
AL,meadowbrook cdp,92.8,3.9,0.1,2.1,1.6,92.8,3.9,0.1,2.1,1.6,92193.0,94.0,6.5
AL,mentone town,92.2,1.9,1.4,0.0,0.6,92.2,1.9,1.4,0.0,0.6,38750.0,87.5,10.9
AL,meridianville cdp,76.3,18.5,0.7,1.7,2.7,76.3,18.5,0.7,1.7,2.7,68368.0,86.6,15.4
AL,midfield city,16.4,81.6,0.1,0.2,1.4,16.4,81.6,0.1,0.2,1.4,39678.0,90.2,20.1
AL,midland city town,70.4,23.3,0.5,0.4,4.1,70.4,23.3,0.5,0.4,4.1,27163.0,79.3,31.5
AL,midway town,10.6,89.0,0.0,0.0,0.6,10.6,89.0,0.0,0.0,0.6,24514.0,58.3,43.1
AL,mignon cdp,64.9,27.1,0.1,0.5,6.9,64.9,27.1,0.1,0.5,6.9,32452.0,75.2,26.0
AL,millbrook city,74.2,21.6,0.4,0.8,2.8,74.2,21.6,0.4,0.8,2.8,58330.0,91.3,11.6
AL,millerville cdp,91.7,7.6,0.0,0.7,0.0,91.7,7.6,0.0,0.7,0.0,24861.0,70.7,8.8
AL,millport town,64.7,33.7,0.1,0.0,1.0,64.7,33.7,0.1,0.0,1.0,32443.0,79.6,22.4
AL,millry town,60.4,37.9,0.5,0.2,0.4,60.4,37.9,0.5,0.2,0.4,37813.0,86.1,26.0
AL,minor cdp,77.6,20.9,0.3,0.0,1.5,77.6,20.9,0.3,0.0,1.5,45000.0,88.9,10.8
AL,mobile city,45.0,50.6,0.3,1.8,2.4,45.0,50.6,0.3,1.8,2.4,38776.0,86.9,23.3
AL,monroeville city,42.1,55.7,0.3,0.3,0.8,42.1,55.7,0.3,0.3,0.8,30678.0,82.3,36.7
AL,montevallo city,70.2,24.6,0.3,0.6,5.7,70.2,24.6,0.3,0.6,5.7,34760.0,86.6,25.5
AL,montgomery city,37.3,56.6,0.2,2.2,3.9,37.3,56.6,0.2,2.2,3.9,42927.0,85.5,24.1
AL,moody city,88.2,7.8,0.3,1.4,2.1,88.2,7.8,0.3,1.4,2.1,61049.0,87.9,9.9
AL,moores mill cdp,70.9,22.6,1.1,1.5,2.4,70.9,22.6,1.1,1.5,2.4,63911.0,91.0,11.1
AL,mooresville town,94.3,5.7,0.0,0.0,0.0,94.3,5.7,0.0,0.0,0.0,99375.0,83.1,0.0
AL,morris town,97.7,1.0,0.1,0.3,1.1,97.7,1.0,0.1,0.3,1.1,70043.0,84.9,5.8
AL,morrison crossroads cdp,92.7,2.3,0.0,0.5,5.5,92.7,2.3,0.0,0.5,5.5,21169.0,93.8,9.5
AL,mosses town,1.5,97.9,0.0,0.0,1.8,1.5,97.9,0.0,0.0,1.8,15240.0,60.4,55.8
AL,moulton city,78.2,13.1,4.1,0.4,1.6,78.2,13.1,4.1,0.4,1.6,28843.0,79.2,24.3
AL,moundville town,56.2,40.4,0.7,0.7,1.8,56.2,40.4,0.7,0.7,1.8,39719.0,77.3,18.7
AL,mountain brook city,97.2,1.0,0.1,0.9,1.0,97.2,1.0,0.1,0.9,1.0,126534.0,99.5,3.0
AL,mount olive cdp (jefferson county),97.7,1.0,0.2,0.3,0.5,97.7,1.0,0.2,0.3,0.5,73345.0,92.5,11.0
AL,mount vernon town,23.4,73.6,1.7,0.1,0.7,23.4,73.6,1.7,0.1,0.7,40750.0,80.8,31.3
AL,mulga town,81.0,16.9,0.1,0.0,0.6,81.0,16.9,0.1,0.0,0.6,34886.0,72.0,30.5
AL,munford town,82.4,15.6,0.5,0.0,1.0,82.4,15.6,0.5,0.0,1.0,34034.0,87.3,18.8
AL,muscle shoals city,80.6,15.3,0.3,0.9,2.7,80.6,15.3,0.3,0.9,2.7,48896.0,88.7,10.7
AL,myrtlewood town,85.4,13.8,0.0,0.0,3.1,85.4,13.8,0.0,0.0,3.1,35000.0,72.5,7.0
AL,nances creek cdp,98.8,0.0,0.5,0.0,0.7,98.8,0.0,0.5,0.0,0.7,51196.0,79.1,0.0
AL,napier field town,79.7,16.1,1.7,1.7,2.0,79.7,16.1,1.7,1.7,2.0,32000.0,80.2,21.7
AL,nauvoo town,99.1,0.0,0.0,0.5,2.7,99.1,0.0,0.0,0.5,2.7,27000.0,67.2,26.2
AL,nectar town,95.7,2.0,0.6,0.6,4.6,95.7,2.0,0.6,0.6,4.6,35313.0,78.3,18.3
AL,needham town,98.9,0.0,1.1,0.0,0.0,98.9,0.0,1.1,0.0,0.0,56458.0,83.7,1.9
AL,newbern town,31.7,67.2,0.0,0.0,2.2,31.7,67.2,0.0,0.0,2.2,18750.0,74.6,35.0
AL,new brockton town,70.1,21.0,5.5,0.5,2.5,70.1,21.0,5.5,0.5,2.5,41066.0,79.8,20.9
AL,new hope city,93.7,0.2,2.5,0.3,1.4,93.7,0.2,2.5,0.3,1.4,44224.0,84.3,14.8
AL,new market cdp,88.5,6.7,1.4,0.2,4.4,88.5,6.7,1.4,0.2,4.4,59653.0,86.9,0.0
AL,new site town,85.8,12.5,0.4,0.0,0.8,85.8,12.5,0.4,0.0,0.8,42143.0,82.1,9.6
AL,newton town,83.6,13.0,0.7,0.5,1.5,83.6,13.0,0.7,0.5,1.5,41198.0,82.3,17.7
AL,new union cdp,95.0,0.2,0.3,0.0,4.2,95.0,0.2,0.3,0.0,4.2,36429.0,84.0,27.9
AL,newville town,53.4,40.1,0.0,0.0,8.3,53.4,40.1,0.0,0.0,8.3,31172.0,73.0,21.0
AL,north courtland town,2.4,96.7,0.0,0.0,0.0,2.4,96.7,0.0,0.0,0.0,24097.0,71.3,22.4
AL,north johns town,49.7,46.2,4.1,0.0,0.0,49.7,46.2,4.1,0.0,0.0,39750.0,75.6,11.7
AL,northport city,68.4,26.9,0.3,1.1,4.1,68.4,26.9,0.3,1.1,4.1,53650.0,90.2,13.7
AL,notasulga town,65.0,33.3,0.1,0.1,0.8,65.0,33.3,0.1,0.1,0.8,37273.0,80.7,29.5
AL,oak grove town,91.3,7.0,0.0,0.8,1.1,91.3,7.0,0.0,0.8,1.1,40972.0,73.0,13.1
AL,oakman town,80.9,18.4,0.1,0.0,0.1,80.9,18.4,0.1,0.0,0.1,40469.0,72.2,21.4
AL,odenville town,94.2,2.3,0.3,0.7,2.1,94.2,2.3,0.3,0.7,2.1,51518.0,76.4,16.2
AL,ohatchee town,94.1,3.2,0.6,0.0,0.6,94.1,3.2,0.6,0.0,0.6,51688.0,82.0,14.8
AL,oneonta city,84.1,6.0,0.5,0.5,15.9,84.1,6.0,0.5,0.5,15.9,36852.0,73.9,12.8
AL,onycha town,95.7,0.0,0.0,0.0,0.0,95.7,0.0,0.0,0.0,0.0,22917.0,60.5,23.4
AL,opelika city,50.6,43.5,0.3,1.7,4.4,50.6,43.5,0.3,1.7,4.4,40489.0,83.7,23.0
AL,opp city,80.9,16.7,0.6,0.3,0.9,80.9,16.7,0.6,0.3,0.9,34695.0,77.4,25.9
AL,orange beach city,94.3,0.6,0.7,0.8,2.6,94.3,0.6,0.7,0.8,2.6,57535.0,92.6,10.5
AL,orrville town,37.7,62.3,0.0,0.0,0.0,37.7,62.3,0.0,0.0,0.0,16250.0,71.4,37.3
AL,our town cdp,85.5,12.8,1.4,0.0,0.5,85.5,12.8,1.4,0.0,0.5,38125.0,78.6,0.0
AL,owens cross roads town,91.5,3.6,1.0,0.3,2.2,91.5,3.6,1.0,0.3,2.2,51750.0,86.7,9.5
AL,oxford city,80.5,12.6,0.4,1.1,6.6,80.5,12.6,0.4,1.1,6.6,51375.0,83.5,11.7
AL,ozark city,64.8,30.2,0.7,0.9,3.2,64.8,30.2,0.7,0.9,3.2,37813.0,82.5,23.1
AL,paint rock town,92.4,1.0,1.9,0.0,0.0,92.4,1.0,1.9,0.0,0.0,23036.0,77.5,35.6
AL,parrish town,70.6,26.0,0.5,0.5,0.5,70.6,26.0,0.5,0.5,0.5,29335.0,75.3,15.8
AL,pelham city,81.2,7.5,0.3,2.4,14.9,81.2,7.5,0.3,2.4,14.9,67907.0,92.2,4.6
AL,pell city city,80.8,15.6,0.3,0.8,2.3,80.8,15.6,0.3,0.8,2.3,41944.0,86.5,20.8
AL,penton cdp,69.7,24.9,0.0,0.0,4.5,69.7,24.9,0.0,0.0,4.5,30417.0,51.2,30.9
AL,perdido beach town,96.2,0.2,0.2,0.2,2.1,96.2,0.2,0.2,0.2,2.1,47222.0,86.3,17.7
AL,peterman cdp,86.5,9.0,1.1,0.0,0.0,86.5,9.0,1.1,0.0,0.0,28009.0,97.2,14.2
AL,petrey town,91.4,8.6,0.0,0.0,0.0,91.4,8.6,0.0,0.0,0.0,38750.0,86.5,0.0
AL,phenix city city,48.7,46.6,0.3,0.7,4.0,48.7,46.6,0.3,0.7,4.0,36698.0,84.8,21.0
AL,phil campbell town,95.2,0.2,0.4,0.0,4.0,95.2,0.2,0.4,0.0,4.0,25852.0,78.5,34.4
AL,pickensville town,36.2,63.5,0.3,0.0,0.0,36.2,63.5,0.3,0.0,0.0,31607.0,70.0,22.4
AL,piedmont city,87.0,10.0,0.5,0.1,1.3,87.0,10.0,0.5,0.1,1.3,28884.0,76.8,25.6
AL,pike road town,68.5,28.7,0.1,1.4,1.3,68.5,28.7,0.1,1.4,1.3,97500.0,95.8,2.3
AL,pinckard town,83.8,12.7,0.6,0.5,1.7,83.8,12.7,0.6,0.5,1.7,31042.0,88.6,13.0
AL,pine apple town,73.5,24.2,0.8,0.8,0.0,73.5,24.2,0.8,0.8,0.0,46250.0,81.5,21.0
AL,pine hill town,45.8,53.2,0.4,0.1,0.7,45.8,53.2,0.4,0.1,0.7,30682.0,89.1,48.5
AL,pine level cdp,92.0,4.6,0.2,0.5,1.7,92.0,4.6,0.2,0.5,1.7,56125.0,90.5,9.6
AL,pine ridge town,87.2,1.8,0.0,0.0,20.9,87.2,1.8,0.0,0.0,20.9,24286.0,54.6,44.7
AL,pinson city,79.0,17.0,0.2,0.4,3.7,79.0,17.0,0.2,0.4,3.7,59909.0,93.2,5.8
AL,pisgah town,96.4,0.1,1.5,0.3,0.4,96.4,0.1,1.5,0.3,0.4,26635.0,78.7,31.9
AL,pleasant grove city,53.7,44.8,0.3,0.2,0.6,53.7,44.8,0.3,0.2,0.6,63302.0,91.1,6.4
AL,pleasant groves town,95.2,0.0,2.6,0.0,0.5,95.2,0.0,2.6,0.0,0.5,46875.0,85.0,8.2
AL,point clear cdp,58.8,39.6,0.0,0.6,0.9,58.8,39.6,0.0,0.6,0.9,47200.0,89.1,12.1
AL,pollard town,59.1,27.7,0.7,0.0,21.2,59.1,27.7,0.7,0.0,21.2,31607.0,82.3,24.2
AL,powell town,92.3,2.3,1.2,0.0,4.3,92.3,2.3,1.2,0.0,4.3,30903.0,61.2,31.5
AL,prattville city,78.5,16.7,0.4,1.4,3.1,78.5,16.7,0.4,1.4,3.1,55297.0,89.9,11.5
AL,priceville town,93.7,1.9,0.7,1.0,2.2,93.7,1.9,0.7,1.0,2.2,84375.0,91.0,5.8
AL,prichard city,12.5,85.8,0.4,0.1,0.8,12.5,85.8,0.4,0.1,0.8,23785.0,78.5,36.3
AL,providence town,81.2,13.0,0.0,0.0,3.1,81.2,13.0,0.0,0.0,3.1,40208.0,90.5,10.8
AL,ragland town,82.8,15.4,0.1,0.1,0.3,82.8,15.4,0.1,0.1,0.3,38571.0,73.9,17.0
AL,rainbow city city,87.4,7.2,0.4,2.6,2.4,87.4,7.2,0.4,2.6,2.4,49338.0,92.5,17.7
AL,rainsville city,95.1,0.2,0.9,0.2,3.8,95.1,0.2,0.9,0.2,3.8,39691.0,82.3,16.7
AL,ranburne town,99.0,0.0,0.2,0.0,0.2,99.0,0.0,0.2,0.0,0.2,50909.0,86.5,5.8
AL,ray cdp,65.9,16.3,0.2,1.1,17.4,65.9,16.3,0.2,1.1,17.4,45909.0,82.9,5.8
AL,red bay city,92.5,1.2,0.3,0.1,5.1,92.5,1.2,0.3,0.1,5.1,29076.0,77.1,29.9
AL,redland cdp,82.6,12.9,0.3,1.7,2.3,82.6,12.9,0.3,1.7,2.3,75139.0,91.8,5.9
AL,red level town,90.8,9.0,0.0,0.0,0.8,90.8,9.0,0.0,0.0,0.8,38571.0,79.2,17.6
AL,redstone arsenal cdp,69.1,20.8,1.2,1.7,10.7,69.1,20.8,1.2,1.7,10.7,60893.0,94.0,9.8
AL,reece city town,93.4,2.0,1.1,0.9,0.8,93.4,2.0,1.1,0.9,0.8,43261.0,85.6,13.7
AL,reeltown cdp,82.4,15.1,0.1,0.1,2.7,82.4,15.1,0.1,0.1,2.7,74688.0,78.5,0.0
AL,reform town,50.6,48.2,0.1,0.0,0.9,50.6,48.2,0.1,0.0,0.9,20136.0,79.4,39.9
AL,rehobeth town,95.9,1.5,0.8,0.2,2.5,95.9,1.5,0.8,0.2,2.5,47108.0,84.9,9.5
AL,repton town,53.9,43.6,0.0,0.0,0.4,53.9,43.6,0.0,0.0,0.4,23125.0,58.0,34.6
AL,ridgeville town,32.1,58.9,0.0,1.8,6.3,32.1,58.9,0.0,1.8,6.3,20625.0,69.6,35.9
AL,river falls town,60.8,35.0,0.8,0.0,1.5,60.8,35.0,0.8,0.0,1.5,28977.0,64.6,20.5
AL,riverside town,87.5,10.6,0.2,0.7,1.1,87.5,10.6,0.2,0.7,1.1,61417.0,87.0,4.8
AL,riverview town,99.5,0.0,0.0,0.0,1.6,99.5,0.0,0.0,0.0,1.6,37222.0,75.5,15.9
AL,roanoke city,57.6,40.5,0.2,0.6,1.2,57.6,40.5,0.2,0.6,1.2,34956.0,77.2,20.3
AL,robertsdale city,85.3,5.4,0.8,0.5,9.2,85.3,5.4,0.8,0.5,9.2,47364.0,79.9,10.6
AL,rock creek cdp,97.5,0.8,0.7,0.1,0.0,97.5,0.8,0.7,0.1,0.0,52227.0,85.2,8.1
AL,rockford town,62.5,37.5,0.0,0.0,1.3,62.5,37.5,0.0,0.0,1.3,22778.0,68.4,38.1
AL,rogersville town,91.2,6.1,1.0,0.6,1.7,91.2,6.1,1.0,0.6,1.7,36346.0,81.9,28.7
AL,rosa town,95.6,0.3,0.0,0.0,4.4,95.6,0.3,0.0,0.0,4.4,44808.0,81.3,11.4
AL,russellville city,68.5,9.2,0.8,0.3,26.0,68.5,9.2,0.8,0.3,26.0,29859.0,68.9,34.4
AL,rutledge town,73.7,22.9,0.0,1.1,2.1,73.7,22.9,0.0,1.1,2.1,39688.0,69.8,13.5
AL,st. florian town,97.1,2.4,0.0,0.0,0.2,97.1,2.4,0.0,0.0,0.2,62500.0,91.7,5.0
AL,st. stephens cdp,63.0,36.0,0.0,0.4,0.6,63.0,36.0,0.0,0.4,0.6,42500.0,88.2,25.9
AL,saks cdp,75.7,19.4,0.4,0.8,3.4,75.7,19.4,0.4,0.8,3.4,42070.0,78.6,17.9
AL,samson city,73.3,17.9,1.1,0.4,8.3,73.3,17.9,1.1,0.4,8.3,22556.0,65.7,39.6
AL,sand rock town,97.5,0.0,0.7,0.0,2.9,97.5,0.0,0.7,0.0,2.9,44375.0,80.8,5.9
AL,sanford town,97.1,0.4,0.4,0.0,1.2,97.1,0.4,0.4,0.0,1.2,33333.0,73.1,17.5
AL,saraland city,83.7,12.0,0.8,0.6,2.5,83.7,12.0,0.8,0.6,2.5,52621.0,85.4,11.2
AL,sardis city town,98.2,0.4,0.1,0.4,0.7,98.2,0.4,0.1,0.4,0.7,51681.0,88.7,12.5
AL,satsuma city,88.7,7.9,1.2,0.6,1.1,88.7,7.9,1.2,0.6,1.1,59311.0,91.8,10.3
AL,scottsboro city,89.8,4.6,0.8,0.8,3.5,89.8,4.6,0.8,0.8,3.5,38007.0,81.8,16.0
AL,section town,95.5,0.0,1.6,0.6,0.9,95.5,0.0,1.6,0.6,0.9,30278.0,76.6,25.9
AL,selma city,18.0,80.3,0.2,0.6,0.6,18.0,80.3,0.2,0.6,0.6,22414.0,77.8,41.9
AL,selmont-west selmont cdp,4.5,93.9,0.1,0.0,1.5,4.5,93.9,0.1,0.0,1.5,23015.0,78.1,45.5
AL,sheffield city,69.7,26.8,0.3,0.3,2.3,69.7,26.8,0.3,0.3,2.3,34205.0,79.5,25.0
AL,shelby cdp,90.4,6.9,0.2,0.2,2.3,90.4,6.9,0.2,0.2,2.3,45139.0,78.9,36.8
AL,shiloh town,95.3,1.5,2.9,0.0,0.7,95.3,1.5,2.9,0.0,0.7,36250.0,75.6,13.7
AL,shoal creek cdp,92.4,4.8,0.1,2.2,1.4,92.4,4.8,0.1,2.2,1.4,114018.0,99.6,2.6
AL,shorter town,18.8,79.5,0.0,0.6,1.1,18.8,79.5,0.0,0.6,1.1,38409.0,68.4,12.9
AL,silas town,71.0,29.0,0.0,0.0,0.0,71.0,29.0,0.0,0.0,0.0,27875.0,66.0,49.0
