geographic_area,city,share_white_x,share_black_x,share_native_american_x,share_asian_x,share_hispanic_x,share_white_y,share_black_y,share_native_american_y,share_asian_y,share_hispanic_y,median_income,percent_completed_hs,poverty_rate
NE,greenwood village,95.1,0.2,0.2,0.2,3.0,95.1,0.2,0.2,0.2,3.0,51042.0,91.3,6.6
NE,gresham village,97.8,0.4,0.4,0.0,0.0,97.8,0.4,0.4,0.0,0.0,46964.0,84.3,20.5
NE,gretna city,97.4,0.6,0.1,0.5,1.6,97.4,0.6,0.1,0.5,1.6,71250.0,97.1,6.7
NE,guide rock village,96.0,0.0,1.3,0.0,4.9,96.0,0.0,1.3,0.0,4.9,34167.0,88.0,32.7
NE,gurley village,96.7,0.5,1.9,0.0,10.3,96.7,0.5,1.9,0.0,10.3,43625.0,94.0,7.0
NE,hadar village,97.6,0.3,0.0,0.3,1.7,97.6,0.3,0.0,0.3,1.7,72750.0,99.0,1.0
NE,haigler village,93.7,0.6,2.5,0.0,5.7,93.7,0.6,2.5,0.0,5.7,28750.0,79.8,15.3
NE,hallam village,95.3,0.0,0.9,3.3,0.0,95.3,0.0,0.9,3.3,0.0,67000.0,92.5,1.3
NE,halsey village,93.4,0.0,0.0,1.3,0.0,93.4,0.0,0.0,1.3,0.0,61875.0,96.7,2.9
NE,hamlet village,94.7,0.0,0.0,3.5,1.8,94.7,0.0,0.0,3.5,1.8,39107.0,87.8,1.6
NE,hampton village,97.4,0.0,0.0,0.9,1.9,97.4,0.0,0.0,0.9,1.9,55893.0,96.7,4.8
NE,harbine village,100.0,0.0,0.0,0.0,12.2,100.0,0.0,0.0,0.0,12.2,68333.0,100.0,7.5
NE,hardy village,100.0,0.0,0.0,0.0,0.6,100.0,0.0,0.0,0.0,0.6,37222.0,88.4,22.9
NE,harrisburg cdp,95.0,0.0,1.0,0.0,3.0,95.0,0.0,1.0,0.0,3.0,27292.0,90.7,13.3
NE,harrison village,98.4,0.0,0.0,0.0,1.6,98.4,0.0,0.0,0.0,1.6,35156.0,98.9,14.6
NE,hartington city,99.2,0.1,0.2,0.1,0.5,99.2,0.1,0.2,0.1,0.5,39022.0,91.7,6.7
NE,harvard city,78.9,0.2,0.6,0.3,23.7,78.9,0.2,0.6,0.3,23.7,42083.0,79.7,24.4
NE,hastings city,90.4,1.0,0.5,1.7,9.8,90.4,1.0,0.5,1.7,9.8,46443.0,89.4,13.4
NE,hayes center village,95.3,0.0,0.0,0.5,9.3,95.3,0.0,0.0,0.5,9.3,36250.0,79.2,9.1
NE,hay springs village,92.8,0.0,5.4,0.0,1.8,92.8,0.0,5.4,0.0,1.8,34917.0,90.8,10.1
NE,hazard village,98.6,0.0,0.0,0.0,5.7,98.6,0.0,0.0,0.0,5.7,38500.0,97.8,3.3
NE,heartwell village,88.7,0.0,0.0,0.0,18.3,88.7,0.0,0.0,0.0,18.3,30000.0,84.8,12.9
NE,hebron city,97.7,0.4,0.1,0.5,1.5,97.7,0.4,0.1,0.5,1.5,45383.0,91.2,11.9
NE,hemingford village,96.1,0.4,1.2,0.0,4.6,96.1,0.4,1.2,0.0,4.6,46923.0,91.5,12.0
NE,henderson city,98.2,0.3,0.3,0.1,2.0,98.2,0.3,0.3,0.1,2.0,56250.0,91.8,7.0
NE,hendley village,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,40625.0,81.3,19.0
NE,henry village,90.6,1.9,1.9,1.9,6.6,90.6,1.9,1.9,1.9,6.6,51875.0,71.7,17.1
NE,herman village,99.6,0.0,0.0,0.4,1.1,99.6,0.0,0.0,0.4,1.1,45455.0,85.6,21.1
NE,hershey village,90.5,0.3,0.8,0.3,8.9,90.5,0.3,0.8,0.3,8.9,59531.0,91.3,7.4
NE,hickman city,98.2,0.4,0.0,0.2,1.6,98.2,0.4,0.0,0.2,1.6,73073.0,97.1,3.8
NE,hildreth village,97.9,0.0,0.0,0.0,2.6,97.9,0.0,0.0,0.0,2.6,55909.0,95.8,13.7
NE,holdrege city,96.7,0.1,0.4,0.2,4.7,96.7,0.1,0.4,0.2,4.7,43910.0,93.0,8.8
NE,holstein village,99.5,0.0,0.5,0.0,1.4,99.5,0.0,0.5,0.0,1.4,41667.0,87.2,7.6
NE,homer village,92.5,0.0,5.3,0.0,0.9,92.5,0.0,5.3,0.0,0.9,40500.0,94.8,10.4
NE,hooper city,98.1,0.0,0.0,0.0,1.6,98.1,0.0,0.0,0.0,1.6,48500.0,92.0,5.4
NE,hordville village,99.3,0.0,0.0,0.0,0.0,99.3,0.0,0.0,0.0,0.0,47292.0,85.9,6.9
NE,hoskins village,98.2,0.0,0.0,0.4,3.9,98.2,0.0,0.0,0.4,3.9,45833.0,87.4,1.5
NE,howard city village,97.4,0.0,2.6,0.0,5.3,97.4,0.0,2.6,0.0,5.3,42083.0,89.4,16.1
NE,howells village,97.0,0.0,0.5,0.4,2.0,97.0,0.0,0.5,0.4,2.0,58015.0,93.1,4.4
NE,hubbard village,91.5,0.0,0.0,0.0,5.5,91.5,0.0,0.0,0.0,5.5,56875.0,96.7,5.0
NE,hubbell village,100.0,0.0,0.0,0.0,1.5,100.0,0.0,0.0,0.0,1.5,29167.0,90.7,30.8
NE,humboldt city,97.1,0.5,1.7,0.0,1.4,97.1,0.5,1.7,0.0,1.4,28750.0,90.9,24.7
NE,humphrey city,98.2,0.4,0.5,0.0,0.7,98.2,0.4,0.5,0.0,0.7,54107.0,94.9,5.4
NE,huntley village,100.0,0.0,0.0,0.0,11.4,100.0,0.0,0.0,0.0,11.4,29688.0,100.0,9.3
NE,hyannis village,97.8,0.0,0.0,0.0,1.6,97.8,0.0,0.0,0.0,1.6,48125.0,97.2,7.0
NE,imperial city,88.3,0.0,0.1,0.1,15.4,88.3,0.0,0.1,0.1,15.4,51635.0,86.0,9.0
NE,inavale cdp,94.0,0.9,0.0,0.0,11.1,94.0,0.9,0.0,0.0,11.1,42857.0,89.4,15.9
NE,indianola city,98.1,0.0,0.3,0.2,1.5,98.1,0.0,0.3,0.2,1.5,42313.0,89.1,13.2
NE,inglewood village,86.2,0.6,0.9,0.3,14.5,86.2,0.6,0.9,0.3,14.5,50000.0,89.3,15.8
NE,inland cdp,98.4,0.0,0.0,0.0,4.8,98.4,0.0,0.0,0.0,4.8,72917.0,100.0,0.0
NE,inman village,97.7,0.0,0.8,1.6,0.8,97.7,0.0,0.8,1.6,0.8,42500.0,88.4,10.1
NE,ithaca village,93.9,0.0,4.1,0.0,8.1,93.9,0.0,4.1,0.0,8.1,60000.0,83.1,15.0
NE,jackson village,87.9,0.0,0.9,2.2,5.4,87.9,0.0,0.9,2.2,5.4,58250.0,92.9,6.2
NE,jansen village,99.2,0.0,0.0,0.0,0.0,99.2,0.0,0.0,0.0,0.0,37500.0,89.7,16.2
NE,johnson village,96.0,0.0,0.3,0.3,3.7,96.0,0.0,0.3,0.3,3.7,41875.0,93.9,14.2
NE,johnstown village,96.9,0.0,0.0,1.6,0.0,96.9,0.0,0.0,1.6,0.0,33125.0,93.8,13.2
NE,julian village,96.6,0.0,0.0,0.0,1.7,96.6,0.0,0.0,0.0,1.7,38000.0,82.8,8.2
NE,juniata village,95.1,0.1,0.5,0.1,3.4,95.1,0.1,0.5,0.1,3.4,46250.0,95.3,13.1
NE,kearney city,92.3,1.0,0.3,1.8,7.3,92.3,1.0,0.3,1.8,7.3,50566.0,94.9,16.4
NE,kenesaw village,98.5,0.1,0.2,0.3,0.9,98.5,0.1,0.2,0.3,0.9,58036.0,91.9,10.4
NE,kennard village,97.8,0.0,0.3,0.3,1.7,97.8,0.0,0.3,0.3,1.7,57917.0,92.1,9.9
NE,keystone cdp,100.0,0.0,0.0,0.0,3.4,100.0,0.0,0.0,0.0,3.4,51406.0,100.0,0.0
NE,kilgore village,74.0,2.6,14.3,0.0,7.8,74.0,2.6,14.3,0.0,7.8,52500.0,87.5,20.3
NE,kimball city,93.8,0.2,1.5,0.4,7.1,93.8,0.2,1.5,0.4,7.1,36940.0,85.2,14.9
NE,lakeview cdp,98.4,0.9,0.0,0.0,0.6,98.4,0.9,0.0,0.0,0.6,77639.0,100.0,10.0
NE,lamar village,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,26250.0,100.0,0.0
NE,la platte cdp,91.2,0.0,4.4,0.0,6.1,91.2,0.0,4.4,0.0,6.1,34041.0,90.8,24.1
NE,laurel city,96.8,0.2,0.2,0.3,2.4,96.8,0.2,0.2,0.3,2.4,48421.0,91.0,14.2
NE,la vista city,86.9,3.9,0.4,3.2,6.5,86.9,3.9,0.4,3.2,6.5,57032.0,94.4,7.4
NE,lawrence village,99.0,0.0,0.0,0.3,0.0,99.0,0.0,0.0,0.3,0.0,40568.0,89.1,17.4
NE,lebanon village,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,58750.0,85.7,12.8
NE,leigh village,97.0,0.0,0.0,0.0,3.2,97.0,0.0,0.0,0.0,3.2,52500.0,92.6,5.6
NE,leshara village,85.7,1.8,0.9,0.9,9.8,85.7,1.8,0.9,0.9,9.8,34583.0,81.0,8.9
NE,lewellen village,94.6,0.4,1.8,0.0,4.5,94.6,0.4,1.8,0.0,4.5,27500.0,94.3,18.6
NE,lewiston village,98.5,1.5,0.0,0.0,0.0,98.5,1.5,0.0,0.0,0.0,36250.0,98.0,11.8
NE,lexington city,57.9,6.6,1.2,1.0,60.4,57.9,6.6,1.2,1.0,60.4,43096.0,55.6,21.4
NE,liberty village,98.7,0.0,0.0,0.0,0.0,98.7,0.0,0.0,0.0,0.0,33750.0,87.9,21.4
NE,lincoln city,86.0,3.8,0.8,3.8,6.3,86.0,3.8,0.8,3.8,6.3,49840.0,93.1,15.9
NE,lindsay village,98.0,0.0,0.0,0.0,1.6,98.0,0.0,0.0,0.0,1.6,43750.0,79.3,25.3
NE,lindy cdp,92.3,0.0,7.7,0.0,7.7,92.3,0.0,7.7,0.0,7.7,31667.0,92.9,0.0
NE,linwood village,94.3,0.0,2.3,0.0,5.7,94.3,0.0,2.3,0.0,5.7,36875.0,97.3,20.4
NE,lisco cdp,100.0,0.0,0.0,0.0,1.6,100.0,0.0,0.0,0.0,1.6,80227.0,86.1,0.0
NE,litchfield village,99.6,0.0,0.4,0.0,0.0,99.6,0.0,0.4,0.0,0.0,53333.0,79.9,6.5
NE,lodgepole village,98.1,0.0,0.0,0.0,4.4,98.1,0.0,0.0,0.0,4.4,50536.0,95.7,13.3
NE,long pine city,100.0,0.0,0.0,0.0,0.3,100.0,0.0,0.0,0.0,0.3,28125.0,91.9,8.1
NE,loomis village,96.6,0.0,1.0,0.3,3.9,96.6,0.0,1.0,0.3,3.9,58000.0,95.9,3.2
NE,lorton village,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,61250.0,93.5,4.4
NE,louisville city,96.7,0.5,0.5,0.1,1.4,96.7,0.5,0.5,0.1,1.4,51806.0,91.5,4.4
NE,loup city city,98.7,0.0,0.1,0.4,1.6,98.7,0.0,0.1,0.4,1.6,40104.0,88.0,17.1
NE,lushton village,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,55000.0,96.8,0.0
NE,lyman village,78.0,0.0,0.0,0.3,41.3,78.0,0.0,0.0,0.3,41.3,43750.0,79.9,32.3
NE,lynch village,94.3,0.0,0.8,0.4,2.9,94.3,0.0,0.8,0.4,2.9,30139.0,89.3,18.8
NE,lyons city,96.7,0.1,0.9,0.0,3.2,96.7,0.1,0.9,0.0,3.2,38875.0,90.2,13.9
NE,mccook city,95.8,0.5,0.5,0.4,4.9,95.8,0.5,0.5,0.4,4.9,41407.0,93.1,10.5
NE,mccool junction village,96.1,1.0,0.7,0.0,2.9,96.1,1.0,0.7,0.0,2.9,51518.0,96.2,16.4
NE,mcgrew village,92.4,1.0,3.8,0.0,2.9,92.4,1.0,3.8,0.0,2.9,18750.0,80.0,14.9
NE,mclean village,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,65625.0,82.1,0.0
NE,macy cdp,1.5,0.1,98.1,0.0,2.5,1.5,0.1,98.1,0.0,2.5,20536.0,73.2,66.2
NE,madison city,65.3,1.0,1.0,0.3,48.8,65.3,1.0,1.0,0.3,48.8,47222.0,65.7,18.6
NE,madrid village,96.5,0.0,0.0,0.0,7.4,96.5,0.0,0.0,0.0,7.4,50714.0,74.7,21.5
NE,magnet village,94.7,0.0,5.3,0.0,0.0,94.7,0.0,5.3,0.0,0.0,25000.0,82.9,32.6
NE,malcolm village,97.4,1.0,0.5,0.0,0.3,97.4,1.0,0.5,0.0,0.3,69896.0,95.0,4.1
NE,malmo village,100.0,0.0,0.0,0.0,6.7,100.0,0.0,0.0,0.0,6.7,101563.0,97.3,0.0
NE,manley village,97.2,0.0,0.0,0.0,0.6,97.2,0.0,0.0,0.0,0.6,57083.0,95.5,4.2
NE,marquette village,99.6,0.0,0.0,0.0,2.6,99.6,0.0,0.0,0.0,2.6,44167.0,88.5,11.3
NE,martin cdp,95.7,0.0,1.1,0.0,3.3,95.7,0.0,1.1,0.0,3.3,30819.0,100.0,19.9
NE,martinsburg village,97.9,0.0,0.0,1.1,3.2,97.9,0.0,0.0,1.1,3.2,26250.0,87.5,22.4
NE,maskell village,98.7,0.0,0.0,0.0,2.6,98.7,0.0,0.0,0.0,2.6,43750.0,81.6,5.3
NE,mason city village,94.2,0.0,0.6,1.2,2.3,94.2,0.0,0.6,1.2,2.3,31389.0,90.5,19.7
NE,maxwell village,96.5,0.6,1.0,0.0,2.6,96.5,0.6,1.0,0.0,2.6,57750.0,88.9,16.7
NE,maywood village,97.3,0.0,0.0,0.0,3.1,97.3,0.0,0.0,0.0,3.1,48750.0,92.9,14.5
NE,mead village,98.1,0.0,0.2,0.4,3.0,98.1,0.0,0.2,0.4,3.0,57788.0,91.3,8.5
NE,meadow grove village,95.7,0.3,1.3,0.0,3.7,95.7,0.3,1.3,0.0,3.7,41250.0,88.6,16.0
NE,melbeta village,98.2,0.0,0.0,0.0,4.5,98.2,0.0,0.0,0.0,4.5,47500.0,81.1,15.5
NE,memphis village,100.0,0.0,0.0,0.0,4.4,100.0,0.0,0.0,0.0,4.4,52500.0,90.9,5.4
NE,merna village,98.6,0.0,0.0,0.0,1.4,98.6,0.0,0.0,0.0,1.4,48571.0,92.5,9.8
NE,milford city,97.4,0.3,0.4,0.2,1.6,97.4,0.3,0.4,0.2,1.6,49412.0,89.4,10.5
NE,miller village,95.6,0.0,0.0,0.0,6.6,95.6,0.0,0.0,0.0,6.6,22083.0,84.2,39.9
NE,milligan village,97.5,0.0,0.4,0.4,1.1,97.5,0.0,0.4,0.4,1.1,33594.0,94.1,16.6
NE,minatare city,78.6,0.1,0.9,0.9,24.8,78.6,0.1,0.9,0.9,24.8,26827.0,79.1,10.2
NE,minden city,96.6,0.2,0.2,0.2,5.2,96.6,0.2,0.2,0.2,5.2,47591.0,90.0,6.6
NE,mitchell city,90.8,0.2,0.6,0.4,23.1,90.8,0.2,0.6,0.4,23.1,43000.0,79.1,15.8
NE,monroe village,97.2,0.4,0.0,0.4,3.9,97.2,0.4,0.0,0.4,3.9,48125.0,91.4,9.7
NE,morrill village,93.3,0.0,1.3,0.5,10.1,93.3,0.0,1.3,0.5,10.1,42750.0,88.6,11.8
NE,morse bluff village,99.3,0.0,0.0,0.7,2.2,99.3,0.0,0.0,0.7,2.2,30962.0,83.0,13.2
NE,mullen village,98.4,0.0,0.8,0.0,1.4,98.4,0.0,0.8,0.0,1.4,36061.0,92.4,14.8
NE,murdock village,99.2,0.0,0.8,0.0,1.3,99.2,0.0,0.8,0.0,1.3,53125.0,95.1,11.0
NE,murray village,94.4,0.2,0.4,0.2,4.1,94.4,0.2,0.4,0.2,4.1,55139.0,91.9,10.8
NE,naper village,94.0,0.0,1.2,1.2,3.6,94.0,0.0,1.2,1.2,3.6,35000.0,82.5,4.4
NE,naponee village,96.2,0.0,0.0,0.9,0.0,96.2,0.0,0.0,0.9,0.0,34205.0,98.0,26.3
NE,nebraska city city,91.5,0.4,0.3,0.7,10.9,91.5,0.4,0.3,0.7,10.9,42327.0,88.5,15.0
NE,nehawka village,99.0,0.0,0.5,0.0,2.0,99.0,0.0,0.5,0.0,2.0,64118.0,94.2,6.3
NE,neligh city,97.2,0.3,0.3,0.4,4.2,97.2,0.3,0.3,0.4,4.2,41037.0,91.1,18.0
NE,nelson city,97.7,0.0,0.0,0.0,1.6,97.7,0.0,0.0,0.0,1.6,32708.0,93.2,15.7
NE,nemaha village,99.3,0.7,0.0,0.0,0.0,99.3,0.7,0.0,0.0,0.0,29500.0,79.7,16.1
NE,nenzel village,75.0,0.0,25.0,0.0,0.0,75.0,0.0,25.0,0.0,0.0,105625.0,88.9,0.0
NE,newcastle village,99.7,0.3,0.0,0.0,2.8,99.7,0.3,0.0,0.0,2.8,32115.0,92.2,12.3
NE,newman grove city,91.1,0.0,0.3,0.7,10.1,91.1,0.0,0.3,0.7,10.1,37917.0,92.0,21.5
NE,newport village,97.9,0.0,2.1,0.0,0.0,97.9,0.0,2.1,0.0,0.0,32500.0,95.8,15.2
NE,nickerson village,79.7,0.5,0.3,0.0,24.7,79.7,0.5,0.3,0.0,24.7,38125.0,80.6,16.8
NE,niobrara village,84.3,0.3,11.6,0.0,2.4,84.3,0.3,11.6,0.0,2.4,36042.0,93.2,23.8
NE,nora village,81.0,0.0,0.0,0.0,19.0,81.0,0.0,0.0,0.0,19.0,18958.0,100.0,72.2
NE,norfolk city,88.0,1.6,1.4,0.6,12.1,88.0,1.6,1.4,0.6,12.1,46250.0,89.2,16.5
NE,norman village,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,48036.0,88.9,16.9
NE,north bend city,98.1,1.0,0.2,0.2,1.2,98.1,1.0,0.2,0.2,1.2,54250.0,92.9,7.5
NE,north loup village,97.6,0.0,0.0,0.3,1.0,97.6,0.0,0.0,0.3,1.0,40000.0,87.4,21.1
NE,north platte city,93.1,1.0,0.7,0.7,8.8,93.1,1.0,0.7,0.7,8.8,44367.0,90.3,15.9
NE,oak village,98.5,0.0,0.0,0.0,1.5,98.5,0.0,0.0,0.0,1.5,31667.0,100.0,0.0
NE,oakdale village,95.0,1.2,0.9,0.0,5.3,95.0,1.2,0.9,0.0,5.3,24896.0,81.5,19.0
NE,oakland city,96.0,0.5,1.3,0.9,0.6,96.0,0.5,1.3,0.9,0.6,52731.0,91.6,15.3
NE,obert village,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,25000.0,76.5,31.8
NE,oconto village,96.0,0.0,0.0,0.0,4.0,96.0,0.0,0.0,0.0,4.0,36250.0,89.5,16.3
NE,octavia village,89.8,0.0,0.0,0.0,13.4,89.8,0.0,0.0,0.0,13.4,55893.0,78.5,6.3
NE,odell village,97.4,0.0,0.0,0.0,0.0,97.4,0.0,0.0,0.0,0.0,42500.0,98.5,8.9
NE,odessa cdp,100.0,0.0,0.0,0.0,2.3,100.0,0.0,0.0,0.0,2.3,67750.0,96.6,0.0
NE,offutt afb cdp,75.3,9.5,0.9,2.2,11.6,75.3,9.5,0.9,2.2,11.6,44097.0,99.5,4.2
NE,ogallala city,94.6,0.2,0.6,0.4,7.5,94.6,0.2,0.6,0.4,7.5,36875.0,91.2,14.0
NE,ohiowa village,97.4,0.0,0.9,0.0,9.6,97.4,0.0,0.9,0.0,9.6,39167.0,79.8,2.3
NE,omaha city,73.1,13.7,0.8,2.4,13.1,73.1,13.7,0.8,2.4,13.1,49896.0,88.0,16.7
NE,o'neill city,94.2,0.2,0.5,0.2,6.5,94.2,0.2,0.5,0.2,6.5,42443.0,90.0,10.2
NE,ong village,100.0,0.0,0.0,0.0,3.2,100.0,0.0,0.0,0.0,3.2,30938.0,89.3,17.3
NE,orchard village,98.2,0.0,0.0,0.0,2.4,98.2,0.0,0.0,0.0,2.4,40000.0,87.7,18.7
NE,ord city,96.4,0.3,0.2,0.1,2.8,96.4,0.3,0.2,0.1,2.8,41426.0,92.8,15.3
NE,orleans village,98.7,0.0,0.0,0.5,1.6,98.7,0.0,0.0,0.5,1.6,41591.0,84.8,16.0
NE,osceola city,98.6,0.0,0.2,0.1,0.6,98.6,0.0,0.2,0.1,0.6,56591.0,93.6,4.8
NE,oshkosh city,97.1,0.1,0.3,0.0,4.2,97.1,0.1,0.3,0.0,4.2,33571.0,93.1,14.4
NE,osmond city,97.8,0.3,0.0,0.3,1.8,97.8,0.3,0.0,0.3,1.8,50893.0,89.0,7.4
NE,otoe village,95.3,0.0,1.2,0.0,2.3,95.3,0.0,1.2,0.0,2.3,42222.0,99.0,10.0
NE,overland cdp,98.7,0.0,0.7,0.0,0.7,98.7,0.0,0.7,0.0,0.7,107857.0,89.3,0.0
NE,overton village,95.1,0.0,0.7,0.2,10.4,95.1,0.0,0.7,0.2,10.4,49489.0,93.1,8.5
NE,oxford village,96.0,0.1,1.2,0.4,3.2,96.0,0.1,1.2,0.4,3.2,40491.0,84.2,9.9
NE,page village,98.2,0.0,1.2,0.6,0.0,98.2,0.0,1.2,0.6,0.0,29167.0,87.9,34.9
NE,palisade village,98.9,0.0,1.1,0.0,0.0,98.9,0.0,1.1,0.0,0.0,41406.0,86.6,11.3
NE,palmer village,95.6,0.8,0.4,0.4,4.7,95.6,0.8,0.4,0.4,4.7,51719.0,89.8,15.4
NE,palmyra village,96.0,1.7,0.0,0.6,1.1,96.0,1.7,0.0,0.6,1.1,59063.0,93.0,5.9
NE,panama village,98.4,0.8,0.0,0.4,0.0,98.4,0.8,0.0,0.4,0.0,62500.0,98.0,13.4
NE,papillion city,90.7,3.3,0.4,1.5,5.2,90.7,3.3,0.4,1.5,5.2,74992.0,97.0,4.2
NE,pawnee city city,96.9,0.2,0.3,0.2,2.1,96.9,0.2,0.3,0.2,2.1,31477.0,92.8,22.2
NE,paxton village,98.3,0.0,0.0,1.0,1.9,98.3,0.0,0.0,1.0,1.9,50882.0,92.7,18.3
NE,pender village,95.5,0.0,1.8,0.2,1.7,95.5,0.0,1.8,0.2,1.7,50972.0,91.5,17.3
NE,peru city,91.8,4.3,0.9,0.3,3.4,91.8,4.3,0.9,0.3,3.4,41848.0,96.2,22.1
NE,petersburg village,98.8,0.0,0.0,0.0,1.8,98.8,0.0,0.0,0.0,1.8,42188.0,93.9,4.0
NE,phillips village,98.6,0.0,0.0,0.0,2.8,98.6,0.0,0.0,0.0,2.8,41364.0,95.4,17.6
NE,pickrell village,97.0,0.0,1.0,0.5,2.5,97.0,0.0,1.0,0.5,2.5,49286.0,95.1,2.2
NE,pierce city,98.9,0.0,0.3,0.2,1.2,98.9,0.0,0.3,0.2,1.2,56080.0,90.9,6.2
NE,pilger village,95.5,0.0,0.6,0.0,4.3,95.5,0.0,0.6,0.0,4.3,36250.0,91.5,16.3
NE,plainview city,98.2,0.3,0.2,0.2,1.3,98.2,0.3,0.2,0.2,1.3,42292.0,92.5,10.9
NE,platte center village,97.0,0.0,0.0,0.3,0.3,97.0,0.0,0.0,0.3,0.3,53281.0,93.7,5.6
NE,plattsmouth city,95.3,0.6,0.4,0.2,4.0,95.3,0.6,0.4,0.2,4.0,49008.0,91.1,9.7
NE,pleasant dale village,93.2,0.0,0.0,0.5,1.0,93.2,0.0,0.0,0.5,1.0,60313.0,94.9,7.6
NE,pleasanton village,99.7,0.0,0.0,0.0,1.2,99.7,0.0,0.0,0.0,1.2,51750.0,89.7,4.6
NE,plymouth village,99.8,0.0,0.0,0.0,1.0,99.8,0.0,0.0,0.0,1.0,46458.0,88.7,13.4
NE,polk village,98.4,0.0,0.3,0.3,2.2,98.4,0.0,0.3,0.3,2.2,42083.0,95.8,12.7
NE,ponca city,97.8,0.4,0.2,0.0,1.8,97.8,0.4,0.2,0.0,1.8,54917.0,89.4,10.9
NE,potter village,96.1,0.0,1.2,0.0,4.5,96.1,0.0,1.2,0.0,4.5,40833.0,90.5,16.5
NE,prague village,97.7,0.0,1.7,0.0,0.7,97.7,0.0,1.7,0.0,0.7,48333.0,89.7,12.4
NE,preston village,82.1,0.0,14.3,0.0,3.6,82.1,0.0,14.3,0.0,3.6,58125.0,71.4,0.0
NE,primrose village,96.7,0.0,0.0,0.0,0.0,96.7,0.0,0.0,0.0,0.0,46563.0,96.4,5.1
NE,prosser village,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,55938.0,98.8,11.0
NE,ragan village,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,61000.0,77.1,3.3
NE,ralston city,89.7,2.6,0.4,0.8,10.0,89.7,2.6,0.4,0.8,10.0,53810.0,87.6,5.9
NE,randolph city,97.4,0.0,0.3,0.2,2.2,97.4,0.0,0.3,0.2,2.2,43529.0,89.3,5.2
NE,ravenna city,98.2,0.0,0.2,0.4,2.0,98.2,0.0,0.2,0.4,2.0,40250.0,89.9,11.5
NE,raymond village,95.8,0.6,0.0,1.2,0.0,95.8,0.6,0.0,1.2,0.0,57083.0,90.1,5.0
NE,red cloud city,95.5,0.8,0.3,0.4,4.3,95.5,0.8,0.3,0.4,4.3,32917.0,86.6,22.1
NE,republican city village,100.0,0.0,0.0,0.0,1.3,100.0,0.0,0.0,0.0,1.3,36786.0,90.8,9.5
NE,reynolds village,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,20750.0,95.3,27.1
NE,richfield cdp,95.3,0.0,0.0,0.0,0.0,95.3,0.0,0.0,0.0,0.0,60774.0,100.0,9.1
NE,richland village,94.5,1.4,0.0,0.0,5.5,94.5,1.4,0.0,0.0,5.5,43750.0,85.4,30.0
NE,rising city village,97.6,0.0,0.0,0.0,3.2,97.6,0.0,0.0,0.0,3.2,60208.0,90.7,6.8
NE,riverdale village,97.8,0.0,0.0,0.0,0.5,97.8,0.0,0.0,0.0,0.5,60000.0,93.7,6.0
NE,riverton village,96.6,0.0,0.0,0.0,0.0,96.6,0.0,0.0,0.0,0.0,29063.0,77.6,22.0
NE,roca village,96.8,0.0,0.0,0.5,0.0,96.8,0.0,0.0,0.5,0.0,77500.0,95.1,2.7
NE,rockville village,99.1,0.0,0.0,0.9,0.0,99.1,0.0,0.0,0.9,0.0,35625.0,94.1,5.8
NE,rogers village,80.0,0.0,0.0,0.0,31.6,80.0,0.0,0.0,0.0,31.6,56250.0,85.4,5.4
NE,rosalie village,75.6,1.9,16.3,0.0,4.4,75.6,1.9,16.3,0.0,4.4,39583.0,90.2,20.6
NE,roseland village,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,55714.0,88.3,3.6
NE,royal village,98.4,0.0,0.0,0.0,1.6,98.4,0.0,0.0,0.0,1.6,56250.0,76.8,7.1
NE,rulo village,70.9,0.0,23.8,0.0,0.6,70.9,0.0,23.8,0.0,0.6,39861.0,80.4,12.2
NE,rushville city,73.8,0.6,21.9,0.1,6.1,73.8,0.6,21.9,0.1,6.1,34911.0,86.8,15.4
NE,ruskin village,94.3,0.0,0.0,0.0,7.3,94.3,0.0,0.0,0.0,7.3,30000.0,92.9,22.4
NE,st. edward city,97.6,1.4,0.0,0.1,1.4,97.6,1.4,0.0,0.1,1.4,40000.0,90.9,13.1
NE,st. helena village,99.0,0.0,1.0,0.0,0.0,99.0,0.0,1.0,0.0,0.0,50938.0,87.5,9.4
NE,st. libory cdp,97.7,0.4,1.5,0.0,0.0,97.7,0.4,1.5,0.0,0.0,70625.0,88.2,4.7
NE,st. paul city,98.1,0.3,0.1,0.1,1.4,98.1,0.3,0.1,0.1,1.4,42283.0,92.1,12.8
NE,salem village,99.1,0.0,0.9,0.0,0.0,99.1,0.0,0.9,0.0,0.0,23750.0,75.0,37.8
